#atom|charge|method|property|T(K)|Value|spin multiplicity|unit|reference|
Cs|0|exp|S0(T)|500|108.448|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|600|19.295|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|600|114.113|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|700|22.391|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|700|118.887|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|800|25.485|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|800|123.017|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|900|28.579|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|900|126.662|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|947.967|30.065|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|947.967|128.27|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|947.967|97.724|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|947.967|199.643|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1000|98.806|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1000|200.754|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1100|100.884|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1100|202.735|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1200|102.963|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1200|204.544|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1300|105.043|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1300|206.208|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1400|107.123|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1400|207.75|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1500|109.206|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1500|209.187|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1600|111.292|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1600|210.533|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1700|113.384|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1700|211.802|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1800|115.484|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1800|213.002|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|1900|117.595|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|1900|214.143|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2000|119.721|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2000|215.233|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2100|121.866|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2100|216.28|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2200|124.035|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2200|217.289|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2300|126.234|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2300|218.266|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2400|128.467|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2400|219.217|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2500|130.74|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2500|220.145|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2600|133.061|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2600|221.055|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2700|135.434|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2700|221.95|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2800|137.866|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2800|222.835|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|2900|140.363|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|2900|223.711|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3000|142.933|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3000|224.582|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3100|145.581|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3100|225.451|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3200|148.316|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3200|226.319|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3300|151.101|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3300|227.175|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3400|154.01|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3400|228.043|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3500|157.018|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3500|228.915|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3600|160.131|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3600|229.792|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3700|163.342|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3700|230.671|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3800|166.666|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3800|231.557|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|3900|170.092|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|3900|232.447|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4000|173.656|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4000|233.349|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4100|177.343|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4100|234.259|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4200|181.155|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4200|235.178|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4300|185.092|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4300|236.104|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4400|188.864|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4400|236.965|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4500|192.445|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4500|237.756|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4600|196.588|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4600|238.667|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4700|200.832|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4700|239.58|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4800|205.176|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4800|240.494|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|4900|209.616|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|4900|241.409|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5000|214.147|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5000|242.325|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5100|218.764|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5100|243.239|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5200|222.931|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5200|244.034|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5300|227.638|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5300|244.931|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5400|232.132|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5400|245.763|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5500|236.777|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5500|246.611|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5600|241.613|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5600|247.483|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5700|246.495|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5700|248.347|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5800|251.416|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5800|249.203|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|5900|256.37|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|5900|250.049|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|H(0)-H(T)|6000|261.351|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|S0(T)|6000|250.887|2|J/mol K|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|0|78.019|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|100|77.950|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|200|77.348|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|250|76.967|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|298.15|76.500|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|300|76.479|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|350|73.823|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|400|73.278|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|450|72.747|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|500|72.225|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|600|71.196|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|700|70.178|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|800|69.164|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|900|68.148|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|1900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|2900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|3900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|4900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|5900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cs|0|exp|DHf(T)|6000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|0|0|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|0|0|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|100|0.669|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|100|10.034|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|200|2.682|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|200|23.73|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|298.15|5.007|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|298.15|33.164|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|300|5.052|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|300|33.315|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|400|7.546|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|400|40.484|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|500|10.112|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|500|46.206|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|600|12.732|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|600|50.982|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|700|15.406|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|700|55.103|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|800|18.13|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|800|58.739|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|900|20.906|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|900|62.009|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1000|23.74|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1000|64.994|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1100|26.645|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1100|67.763|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1200|29.64|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1200|70.368|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1300|32.769|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1300|72.871|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1358.000|34.667|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1358.000|74.3|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1358.000|47.805|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1358.000|83.974|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1400|49.184|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1400|84.974|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1500|52.469|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1500|87.24|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1600|55.753|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1600|89.36|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1700|59.038|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1700|91.351|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1800|62.322|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1800|93.229|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|1900|65.607|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|1900|95.004|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2000|68.891|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2000|96.689|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2100|72.175|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2100|98.292|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2200|75.46|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2200|99.819|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2300|78.744|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2300|101.279|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2400|82.029|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2400|102.677|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2500|85.313|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2500|104.018|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2600|88.598|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2600|105.306|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2700|91.882|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2700|106.546|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2800|95.166|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2800|107.74|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2843.261|96.587|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2843.261|108.244|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2843.261|397.264|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2843.261|213.995|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|2900|398.655|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|2900|214.479|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3000|401.145|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3000|215.323|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3100|403.685|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3100|216.156|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3200|406.275|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3200|216.978|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3300|408.917|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3300|217.791|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3400|411.61|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3400|218.595|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3500|414.353|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3500|219.39|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3600|417.145|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3600|220.177|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3700|419.986|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3700|220.955|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3800|422.873|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3800|221.725|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|3900|425.805|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|3900|222.486|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|4000|428.779|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|4000|223.239|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|4100|431.793|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|4100|223.984|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|4200|434.846|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|4200|224.719|2|J/mol K|http://kinetics.nist.gov/janaf|
Cu|0|exp|H(0)-H(T)|4300|437.934|2|kJ/mol|http://kinetics.nist.gov/janaf|
Cu|0|exp|S0(T)|4300|225.446|2|J/mol K|http://kinetics.nist.gov/janaf|
